client_id,client_account,revenue_in_millions
7324,Deloitte,583
7325,ICICI Bank,834
7326,Apollo Hospitals,392
7327,Google,185
7328,Deloitte,982
7329,Nestle,121
7330,Deloitte,975
7331,HDFC Bank,431
7332,Google,265
7333,Infosys,463
7334,Wipro,643
7335,Tata Steel,1029
7336,Wipro,396
7337,Amazon,515
7338,ICICI Bank,429
7339,Google,666
7340,Amazon,362
7341,Accenture,669
7342,Nestle,305
7343,Infosys,309
7344,Apollo Hospitals,494
7345,Flipkart,515
7346,Google,727
7347,ICICI Bank,787
7348,Google,743
7349,Microsoft,867
7350,Cognizant,847
7351,Reliance,121
7352,HDFC Bank,732
7353,Apollo Hospitals,319
7354,Cognizant,774
7355,Wipro,625
7356,Flipkart,554
7357,Tata Steel,871
7358,Nestle,520
7359,Reliance,1064
7360,Deloitte,282
7361,Flipkart,245
7362,ICICI Bank,279
7363,Tata Steel,192
7364,HDFC Bank,877
7365,Microsoft,627
7366,Flipkart,200
7367,Deloitte,367
7368,Apollo Hospitals,444
7369,Reliance,297
7370,Apollo Hospitals,268
7371,Cognizant,560
7372,Infosys,700
7373,Microsoft,739
7374,Wipro,175
7375,HDFC Bank,249
7376,Wipro,433
7377,Infosys,161
7378,Microsoft,232
7379,Microsoft,879
7380,Cognizant,768
7381,ICICI Bank,113
7382,Infosys,746
7383,Amazon,913
7384,Infosys,554
7385,Microsoft,264
7386,Tata Steel,267
7387,Nestle,168
7388,Deloitte,806
7389,Flipkart,368
7390,HDFC Bank,510
7391,Tata Steel,978
7392,Deloitte,297
7393,HDFC Bank,922
7394,Reliance,707
7395,Wipro,710
7396,Wipro,1002
7397,Wipro,376
7398,Wipro,599
7399,Infosys,455
7400,Cognizant,982
7401,Accenture,120
7402,Amazon,396
7403,Cognizant,631
7404,Amazon,215
7405,Tata Steel,241
7406,Reliance,145
7407,Nestle,537
7408,Apollo Hospitals,408
7409,HDFC Bank,175
7410,Nestle,314
7411,Microsoft,227
7412,Tata Steel,349
7413,Reliance,89
7414,Deloitte,371
7415,Wipro,244
7416,Cognizant,311
7417,Wipro,892
7418,Accenture,292
7419,Nestle,420
7420,Amazon,84
7421,Nestle,483
7422,Google,484
7423,Apollo Hospitals,331
7424,Reliance,580
7425,HDFC Bank,765
7426,Infosys,162
7427,Google,679
7428,Amazon,188
7429,Deloitte,432
7430,Amazon,733
7431,Flipkart,536
7432,Wipro,773
7433,Wipro,294
7434,Reliance,694
7435,Deloitte,619
7436,Infosys,699
7437,Tata Steel,674
7438,HDFC Bank,920
7439,Google,287
7440,Microsoft,602
7441,Infosys,110
7442,Accenture,504
7443,Wipro,1017
7444,Wipro,578
7445,Nestle,546
7446,Microsoft,385
7447,HDFC Bank,587
7448,Infosys,632
7449,Tata Steel,357
7450,Infosys,343
7451,Google,830
7452,Reliance,299
7453,Nestle,790
7454,Apollo Hospitals,206
7455,Flipkart,232
7456,Amazon,601
7457,ICICI Bank,761
7458,HDFC Bank,203
7459,HDFC Bank,363
7460,Google,969
7461,Cognizant,269
7462,Nestle,216
7463,Reliance,566
7464,Infosys,602
7465,ICICI Bank,836
7466,Nestle,196
7467,Accenture,311
7468,Deloitte,128
7469,Tata Steel,583
7470,Apollo Hospitals,679
7471,Google,871
7472,Cognizant,1000
7473,HDFC Bank,199
7474,Google,817
7475,Microsoft,683
7476,Reliance,704
7477,Tata Steel,227
7478,Google,607
7479,Deloitte,532
7480,Accenture,284
7481,Microsoft,533
7482,Tata Steel,607
7483,Amazon,324
7484,Infosys,224
7485,Reliance,505
7486,HDFC Bank,1003
7487,Amazon,567
7488,Wipro,436
7489,Tata Steel,80
7490,HDFC Bank,504
7491,Infosys,82
7492,Flipkart,606
7493,Amazon,421
7494,Tata Steel,223
7495,Microsoft,243
7496,Nestle,821
7497,Google,359
7498,Cognizant,359
7499,Nestle,297
7500,Flipkart,278
7501,Apollo Hospitals,725
7502,Infosys,166
7503,HDFC Bank,192
7504,Google,645
7505,HDFC Bank,946
7506,HDFC Bank,642
7507,ICICI Bank,315
7508,Reliance,456
7509,Nestle,590
7510,Deloitte,301
7511,HDFC Bank,547
7512,Flipkart,965
7513,ICICI Bank,545
7514,Google,251
7515,Deloitte,540
7516,Amazon,715
7517,Infosys,941
7518,Infosys,677
7519,Tata Steel,1055
7520,Microsoft,254
7521,Tata Steel,652
7522,Nestle,512
7523,Nestle,369
7524,Nestle,491
7525,Amazon,618
7526,Wipro,448
7527,Reliance,342
7528,Apollo Hospitals,290
7529,Reliance,738
7530,HDFC Bank,295
7531,Cognizant,319
7532,Reliance,239
7533,Microsoft,921
7534,Flipkart,472
7535,Cognizant,52
7536,Microsoft,836
7537,Wipro,554
7538,Deloitte,574
7539,Infosys,423
7540,Wipro,443
7541,ICICI Bank,1089
7542,HDFC Bank,352
7543,Deloitte,977
7544,Microsoft,409
7545,Nestle,459
7546,Nestle,371
7547,Reliance,173
7548,Deloitte,1057
7549,Apollo Hospitals,431
7550,Reliance,221
7551,ICICI Bank,1094
7552,Amazon,81
7553,Microsoft,597
7554,Amazon,575
7555,Tata Steel,1045
7556,Flipkart,546
7557,Cognizant,666
7558,Nestle,361
7559,Amazon,853
7560,Reliance,245
7561,Accenture,734
7562,Infosys,667
7563,HDFC Bank,138
7564,Flipkart,748
7565,ICICI Bank,218
7566,Microsoft,750
7567,Infosys,729
7568,ICICI Bank,437
7569,Infosys,493
7570,HDFC Bank,827
7571,Apollo Hospitals,557
7572,Amazon,653
7573,Google,533
7574,Reliance,392
7575,Reliance,157
7576,Deloitte,1060
7577,Reliance,56
7578,Amazon,965
7579,Flipkart,373
7580,Deloitte,450
7581,Apollo Hospitals,1085
7582,Amazon,552
7583,Cognizant,595
7584,Nestle,346
7585,Cognizant,356
7586,Deloitte,497
7587,Accenture,614
7588,Flipkart,607
7589,Google,595
7590,Apollo Hospitals,243
7591,ICICI Bank,156
7592,Nestle,652
7593,Deloitte,653
7594,Accenture,197
7595,Apollo Hospitals,151
7596,Cognizant,640
7597,Cognizant,813
7598,ICICI Bank,145
7599,Infosys,585
7600,Amazon,476
7601,Tata Steel,222
7602,Cognizant,243
7603,Deloitte,815
7604,Nestle,650
7605,HDFC Bank,173
7606,ICICI Bank,659
7607,Reliance,354
7608,Amazon,617
7609,Accenture,312
7610,Google,619
7611,Amazon,860
7612,HDFC Bank,749
7613,Flipkart,213
7614,Microsoft,763
7615,Reliance,241
7616,Cognizant,229
7617,HDFC Bank,285
7618,Wipro,188
7619,Wipro,724
7620,Accenture,490
7621,Cognizant,332
7622,Wipro,723
7623,Accenture,994
7624,Google,978
7625,Accenture,296
7626,ICICI Bank,175
7627,Flipkart,503
7628,Wipro,575
7629,Deloitte,533
7630,Nestle,661
7631,Nestle,935
7632,Deloitte,410
7633,Accenture,130
7634,Cognizant,272
7635,Apollo Hospitals,766
7636,Tata Steel,577
7637,Google,702
7638,Accenture,344
7639,Cognizant,801
7640,Flipkart,549
7641,Nestle,80
7642,Cognizant,44
7643,Deloitte,631
7644,Apollo Hospitals,129
7645,Cognizant,403
7646,Deloitte,289
7647,Tata Steel,500
7648,Reliance,150
7649,ICICI Bank,514
7650,Google,509
7651,Tata Steel,916
7652,Nestle,103
7653,Microsoft,656
7654,ICICI Bank,195
7655,Cognizant,314
7656,Deloitte,416
7657,Flipkart,107
7658,Infosys,622
7659,Accenture,152
7660,Wipro,446
7661,Google,773
7662,Deloitte,293
7663,Microsoft,1066
7664,Microsoft,559
7665,Google,145
7666,Flipkart,465
7667,Deloitte,385
7668,Wipro,664
7669,Apollo Hospitals,269
7670,Cognizant,597
7671,Amazon,637
7672,Microsoft,526
7673,Deloitte,768
7674,Amazon,398
7675,Deloitte,376
7676,Infosys,895
7677,Amazon,655
7678,Wipro,211
7679,Cognizant,204
7680,HDFC Bank,875
7681,Microsoft,335
7682,Amazon,213
7683,Wipro,845
7684,Flipkart,63
7685,Cognizant,492
7686,Accenture,756
7687,Cognizant,508
7688,Cognizant,79
7689,ICICI Bank,176
7690,ICICI Bank,539
7691,HDFC Bank,603
7692,Infosys,330
7693,Accenture,533
7694,Google,692
7695,Infosys,694
7696,Microsoft,139
7697,Cognizant,495
7698,Google,82
7699,Accenture,454
7700,Deloitte,288
7701,Microsoft,386
7702,HDFC Bank,819
7703,ICICI Bank,569
7704,Accenture,523
7705,Flipkart,740
7706,Accenture,485
7707,HDFC Bank,374
7708,Apollo Hospitals,318
7709,Amazon,361
7710,HDFC Bank,480
7711,Cognizant,687
7712,Tata Steel,686
7713,Deloitte,275
7714,Cognizant,679
7715,Deloitte,648
7716,ICICI Bank,278
7717,Apollo Hospitals,285
7718,Flipkart,427
7719,Amazon,424
7720,Amazon,253
7721,HDFC Bank,779
7722,Deloitte,895
7723,Microsoft,671
7724,Amazon,751
7725,Amazon,129
7726,Wipro,850
7727,Nestle,327
7728,Cognizant,285
7729,Tata Steel,509
7730,ICICI Bank,541
7731,Tata Steel,731
7732,Infosys,474
7733,Wipro,953
7734,Amazon,491
7735,Reliance,600
7736,Deloitte,480
7737,Reliance,470
7738,Accenture,260
7739,Reliance,289
7740,Tata Steel,618
7741,Tata Steel,442
7742,Microsoft,851
7743,ICICI Bank,752
7744,Nestle,428
7745,Deloitte,622
7746,Tata Steel,532
7747,Apollo Hospitals,288
7748,Microsoft,598
7749,Flipkart,482
7750,ICICI Bank,392
7751,Tata Steel,642
7752,Deloitte,154
7753,HDFC Bank,666
7754,Accenture,339
7755,Wipro,548
7756,Deloitte,756
7757,Deloitte,879
7758,Flipkart,922
7759,Infosys,998
7760,Nestle,110
7761,Tata Steel,875
7762,Google,496
7763,Deloitte,627
7764,Apollo Hospitals,75
7765,Microsoft,165
7766,Flipkart,256
7767,Wipro,457
7768,Cognizant,1042
7769,Tata Steel,177
7770,Cognizant,1002
7771,Tata Steel,972
7772,ICICI Bank,362
7773,Cognizant,718
7774,ICICI Bank,666
7775,Flipkart,1050
7776,Tata Steel,460
7777,Accenture,377
7778,Accenture,156
7779,Microsoft,221
7780,Accenture,202
7781,Deloitte,211
7782,Flipkart,758
7783,HDFC Bank,518
7784,HDFC Bank,590
7785,Amazon,621
7786,HDFC Bank,844
7787,Wipro,295
7788,Nestle,265
7789,Reliance,264
7790,Microsoft,589
7791,Deloitte,782
7792,Google,419
7793,Tata Steel,301
7794,Apollo Hospitals,806
7795,Amazon,273
7796,Microsoft,1042
7797,Amazon,518
7798,Microsoft,137
7799,Deloitte,581
7800,Reliance,531
7801,Nestle,730
7802,Microsoft,134
7803,Amazon,113
7804,Accenture,849
7805,Wipro,285
7806,ICICI Bank,307
7807,Amazon,231
7808,Cognizant,704
7809,Wipro,606
7810,Infosys,194
7811,Amazon,743
7812,Tata Steel,976
7813,Accenture,1085
7814,Accenture,89
7815,ICICI Bank,862
7816,Tata Steel,552
7817,Google,923
7818,ICICI Bank,538
7819,ICICI Bank,522
7820,Infosys,88
7821,Google,656
7822,Nestle,183
7823,Tata Steel,307
7824,Nestle,150
7825,ICICI Bank,759
7826,ICICI Bank,563
7827,Reliance,238
7828,Google,314
7829,Cognizant,113
7830,Deloitte,809
7831,Infosys,208
7832,Nestle,637
7833,Flipkart,191
7834,Accenture,493
7835,Cognizant,975
7836,Apollo Hospitals,125
7837,Nestle,427
7838,Amazon,178
7839,Infosys,145
7840,ICICI Bank,747
7841,Cognizant,498
7842,Accenture,856
7843,Apollo Hospitals,278
7844,ICICI Bank,508
7845,HDFC Bank,251
7846,Apollo Hospitals,411
7847,Microsoft,824
7848,Wipro,617
7849,Amazon,378
7850,Deloitte,449
7851,Accenture,471
7852,Flipkart,119
7853,Accenture,791
7854,Cognizant,542
7855,Amazon,196
7856,HDFC Bank,686
7857,Flipkart,100
7858,ICICI Bank,786
7859,Google,328
7860,Reliance,593
7861,Cognizant,323
7862,Nestle,519
7863,Google,555
7864,Apollo Hospitals,1035
7865,Deloitte,717
7866,Tata Steel,1000
7867,Deloitte,272
7868,Flipkart,390
7869,Cognizant,177
7870,Infosys,953
7871,Wipro,831
7872,Apollo Hospitals,426
7873,Nestle,1031
7874,Flipkart,621
7875,Google,152
7876,Microsoft,509
7877,Infosys,96
7878,Cognizant,770
7879,Tata Steel,380
7880,Flipkart,182
7881,Cognizant,995
7882,Nestle,819
7883,Reliance,326
7884,Infosys,488
7885,HDFC Bank,740
7886,Deloitte,97
7887,Apollo Hospitals,432
7888,Wipro,141
7889,Wipro,646
7890,Reliance,476
7891,Wipro,434
7892,Google,504
7893,HDFC Bank,436
7894,Google,532
7895,HDFC Bank,753
7896,Google,60
7897,HDFC Bank,776
7898,Deloitte,843
7899,ICICI Bank,265
7900,Reliance,254
7901,Flipkart,190
7902,Wipro,161
7903,Microsoft,278
7904,HDFC Bank,815
7905,Microsoft,205
7906,Flipkart,346
7907,Wipro,595
7908,Accenture,494
7909,Infosys,518
7910,Reliance,88
7911,Apollo Hospitals,824
7912,Infosys,130
7913,Reliance,549
7914,Deloitte,435
7915,Accenture,585
7916,Wipro,600
7917,HDFC Bank,610
7918,Flipkart,587
7919,ICICI Bank,876
7920,Reliance,1032
7921,Reliance,343
7922,Nestle,437
7923,Infosys,324
7924,Nestle,788
7925,HDFC Bank,533
7926,Microsoft,920
7927,Cognizant,307
7928,Tata Steel,479
7929,Cognizant,217
7930,Wipro,180
7931,HDFC Bank,670
7932,Microsoft,878
7933,Reliance,435
7934,Apollo Hospitals,372
7935,Amazon,390
7936,Flipkart,46
7937,Accenture,676
7938,Reliance,106
7939,Nestle,136
7940,Microsoft,758
7941,Infosys,571
7942,Cognizant,317
7943,Reliance,273
7944,Reliance,471
7945,Reliance,158
7946,Reliance,826
7947,Cognizant,829
7948,Flipkart,567
7949,Google,609
7950,HDFC Bank,733
7951,Wipro,567
7952,Amazon,403
7953,Cognizant,648
7954,ICICI Bank,328
7955,Wipro,562
7956,ICICI Bank,313
7957,Nestle,920
7958,Microsoft,669
7959,Google,227
7960,Infosys,95
7961,Flipkart,237
7962,Google,575
7963,Cognizant,814
7964,HDFC Bank,745
7965,Reliance,706
7966,ICICI Bank,728
7967,HDFC Bank,485
7968,Nestle,781
7969,Infosys,389
7970,Google,354
7971,Nestle,547
7972,Google,436
7973,Accenture,369
7974,Infosys,399
7975,Cognizant,811
7976,Flipkart,311
7977,HDFC Bank,427
7978,Tata Steel,631
7979,Nestle,894
7980,Google,930
7981,Deloitte,298
7982,Microsoft,206
7983,Cognizant,574
7984,Cognizant,275
7985,Nestle,234
7986,Flipkart,698
7987,Deloitte,160
7988,Deloitte,601
7989,Accenture,278
7990,Google,984
7991,Google,842
7992,Reliance,443
7993,Accenture,380
7994,Deloitte,92
7995,HDFC Bank,932
7996,Flipkart,559
7997,Tata Steel,939
7998,Amazon,320
7999,Amazon,154
8000,Apollo Hospitals,143
8001,Accenture,996
8002,ICICI Bank,547
8003,Microsoft,970
8004,Accenture,613
8005,Cognizant,470
8006,Amazon,585
8007,Infosys,266
8008,Google,597
8009,Infosys,710
8010,Flipkart,693
8011,Flipkart,895
8012,Tata Steel,786
8013,Accenture,896
8014,Infosys,636
8015,ICICI Bank,227
8016,Tata Steel,945
8017,Cognizant,781
8018,Apollo Hospitals,146
8019,Accenture,1041
8020,Reliance,708
8021,Apollo Hospitals,177
8022,Microsoft,728
8023,Microsoft,847
8024,Flipkart,931
8025,Amazon,668
8026,Accenture,865
8027,Accenture,458
8028,Nestle,258
8029,Cognizant,456
8030,Flipkart,491
8031,Accenture,731
8032,Google,986
8033,Wipro,756
8034,Microsoft,104
8035,Infosys,983
8036,Google,177
8037,Cognizant,522
8038,Amazon,408
8039,Wipro,351
8040,Infosys,613
8041,HDFC Bank,111
8042,Tata Steel,261
8043,Flipkart,90
8044,Microsoft,660
8045,Cognizant,336
8046,HDFC Bank,772
8047,Tata Steel,732
8048,Flipkart,979
8049,Deloitte,898
8050,Nestle,503
8051,Infosys,778
8052,Deloitte,132
8053,Apollo Hospitals,1003
8054,Infosys,157
8055,Amazon,414
8056,HDFC Bank,378
8057,Apollo Hospitals,733
8058,Amazon,439
8059,Amazon,212
8060,Tata Steel,143
8061,Amazon,346
8062,Google,647
8063,Amazon,454
8064,ICICI Bank,661
8065,Microsoft,857
8066,ICICI Bank,234
8067,Amazon,848
8068,Cognizant,292
8069,Accenture,487
8070,Infosys,80
8071,Tata Steel,568
8072,Google,599
8073,Cognizant,202
8074,HDFC Bank,212
8075,Cognizant,993
8076,Deloitte,1041
8077,Microsoft,287
8078,Flipkart,271
8079,Amazon,405
8080,Infosys,362
8081,Apollo Hospitals,1009
8082,Flipkart,106
8083,Wipro,187
8084,Apollo Hospitals,70
8085,ICICI Bank,865
8086,Microsoft,767
8087,Amazon,359
8088,Cognizant,620
8089,Reliance,207
8090,Reliance,951
8091,Microsoft,1055
8092,Cognizant,818
8093,Google,128
8094,Reliance,683
8095,ICICI Bank,596
8096,HDFC Bank,566
8097,Accenture,173
8098,HDFC Bank,659
8099,Tata Steel,591
8100,ICICI Bank,231
8101,Google,736
8102,Reliance,527
8103,ICICI Bank,220
8104,Tata Steel,95
8105,Google,363
8106,ICICI Bank,536
8107,Amazon,774
8108,Accenture,553
8109,Flipkart,768
8110,Apollo Hospitals,1097
8111,Google,286
8112,Flipkart,113
8113,Flipkart,267
8114,Deloitte,990
8115,Google,953
8116,Nestle,972
8117,Google,688
8118,Reliance,440
8119,Google,288
8120,Reliance,698
8121,Wipro,894
8122,Google,951
8123,Flipkart,533
8124,Nestle,640
8125,ICICI Bank,413
8126,Nestle,472
8127,Wipro,557
8128,Accenture,348
8129,Reliance,283
8130,Accenture,777
8131,Flipkart,541
8132,Tata Steel,884
8133,Cognizant,929
8134,Microsoft,843
8135,Reliance,651
8136,Amazon,643
8137,ICICI Bank,426
8138,Deloitte,723
8139,Microsoft,557
8140,Apollo Hospitals,876
8141,Flipkart,170
8142,Cognizant,382
8143,HDFC Bank,624
8144,Apollo Hospitals,154
8145,Wipro,1043
8146,Infosys,213
8147,Microsoft,453
8148,Microsoft,623
8149,Accenture,142
8150,Google,469
8151,Nestle,452
8152,ICICI Bank,464
8153,Amazon,490
8154,Accenture,323
8155,Flipkart,565
8156,HDFC Bank,356
8157,Amazon,510
8158,HDFC Bank,229
8159,Accenture,540
8160,Nestle,766
8161,Tata Steel,485
8162,ICICI Bank,186
8163,HDFC Bank,379
8164,Google,142
8165,Google,699
8166,Reliance,1069
8167,Apollo Hospitals,246
8168,Deloitte,629
8169,Accenture,816
8170,Microsoft,508
8171,HDFC Bank,554
8172,Deloitte,430
8173,Deloitte,710
8174,Apollo Hospitals,574
8175,Google,542
8176,Deloitte,145
8177,Wipro,41
8178,Reliance,416
8179,Reliance,429
8180,Cognizant,682
8181,Deloitte,798
8182,HDFC Bank,195
8183,Reliance,837
8184,Microsoft,149
8185,Tata Steel,559
8186,Reliance,116
8187,Apollo Hospitals,164
8188,Deloitte,866
8189,HDFC Bank,713
8190,Flipkart,917
8191,Deloitte,273
8192,Microsoft,524
8193,Deloitte,388
8194,Google,442
8195,Tata Steel,111
8196,Wipro,896
8197,Google,332
8198,HDFC Bank,673
8199,Amazon,556
8200,Infosys,442
8201,Cognizant,419
8202,ICICI Bank,322
8203,Amazon,415
8204,Cognizant,644
8205,Apollo Hospitals,443
8206,HDFC Bank,693
8207,HDFC Bank,646
8208,Deloitte,153
8209,ICICI Bank,975
8210,Accenture,361
8211,Wipro,353
8212,Nestle,179
8213,Reliance,687
8214,Nestle,291
8215,Microsoft,313
8216,Google,112
8217,Deloitte,672
8218,Nestle,701
8219,Microsoft,549
8220,ICICI Bank,620
8221,ICICI Bank,162
8222,Microsoft,196
8223,Accenture,354
8224,Tata Steel,613
8225,Google,415
8226,Deloitte,126
8227,HDFC Bank,924
8228,Nestle,111
8229,Google,549
8230,Wipro,706
8231,Apollo Hospitals,978
8232,Deloitte,163
8233,Cognizant,809
8234,Accenture,529
8235,Nestle,511
8236,Wipro,413
8237,Infosys,574
8238,Nestle,924
8239,Infosys,427
8240,Flipkart,475
8241,Amazon,70
8242,Google,519
8243,HDFC Bank,568
8244,Deloitte,580
8245,Reliance,246
8246,Microsoft,754
8247,Nestle,384
8248,Cognizant,570
8249,Nestle,974
8250,Flipkart,325
8251,Amazon,708
8252,Infosys,920
8253,Nestle,73
8254,Accenture,304
8255,Wipro,458
8256,Wipro,741
8257,Reliance,1020
8258,Reliance,1043
8259,Flipkart,125
8260,HDFC Bank,719
8261,Microsoft,118
8262,Deloitte,553
8263,ICICI Bank,638
8264,ICICI Bank,181
8265,HDFC Bank,901
8266,Amazon,89
8267,Deloitte,623
8268,Flipkart,594
8269,ICICI Bank,411
8270,Accenture,341
8271,Apollo Hospitals,834
8272,Accenture,396
8273,ICICI Bank,767
8274,Cognizant,416
8275,Google,178
8276,Tata Steel,845
8277,Google,482
8278,ICICI Bank,675
8279,Deloitte,337
8280,Reliance,186
8281,Accenture,501
8282,ICICI Bank,740
8283,Google,495
8284,Cognizant,487
8285,Reliance,243
8286,Flipkart,735
8287,ICICI Bank,446
8288,Tata Steel,680
8289,Apollo Hospitals,673
8290,Amazon,963
8291,Accenture,742
8292,Accenture,630
8293,Apollo Hospitals,628
8294,Deloitte,661
8295,Wipro,216
8296,Amazon,480
8297,Wipro,420
8298,Microsoft,520
8299,Wipro,282
8300,Google,352
8301,Deloitte,750
8302,HDFC Bank,275
8303,Deloitte,224
8304,Tata Steel,947
8305,Google,790
8306,Apollo Hospitals,1090
8307,Deloitte,327
8308,Flipkart,369
8309,Flipkart,85
8310,Accenture,243
8311,Infosys,469
8312,Reliance,847
8313,Tata Steel,477
8314,Nestle,871
8315,Infosys,544
8316,Apollo Hospitals,189
8317,Google,164
8318,Infosys,696
8319,Infosys,870
8320,HDFC Bank,140
8321,Cognizant,283
8322,Microsoft,709
8323,Apollo Hospitals,821
8324,HDFC Bank,622
8325,Google,1005
8326,Deloitte,328
8327,Deloitte,169
8328,ICICI Bank,556
8329,Flipkart,397
8330,Flipkart,935
8331,Apollo Hospitals,395
8332,Apollo Hospitals,514
8333,Reliance,902
8334,Deloitte,558
8335,Nestle,461
8336,Wipro,632
8337,Flipkart,136
8338,Cognizant,613
8339,Tata Steel,1017
8340,Amazon,485
8341,Tata Steel,623
8342,HDFC Bank,174
8343,Cognizant,948
8344,Reliance,417
8345,Wipro,138
8346,Tata Steel,469
8347,Amazon,626
8348,Accenture,689
8349,Infosys,992
8350,Accenture,937
8351,Flipkart,358
8352,Infosys,655
8353,Google,209
8354,Accenture,667
8355,Nestle,352
8356,Amazon,545
8357,Tata Steel,103
8358,Accenture,835
8359,Nestle,277
8360,Google,867
8361,Tata Steel,697
8362,Wipro,152
8363,Deloitte,834
8364,Flipkart,781
8365,Nestle,466
8366,Cognizant,701
8367,Microsoft,132
8368,Wipro,636
8369,Apollo Hospitals,280
8370,Reliance,329
8371,Reliance,946
8372,Infosys,819
8373,HDFC Bank,1011
8374,Accenture,327
8375,Accenture,801
8376,Deloitte,669
8377,Flipkart,847
8378,Amazon,928
8379,Infosys,751
8380,Amazon,238
8381,Google,983
8382,Reliance,931
8383,Google,664
8384,Nestle,732
8385,Tata Steel,309
8386,Cognizant,193
8387,Deloitte,677
8388,Microsoft,702
8389,Accenture,425
8390,Tata Steel,495
8391,Amazon,1044
8392,Infosys,511
8393,Google,464
8394,Amazon,438
8395,HDFC Bank,133
8396,Microsoft,356
8397,Nestle,186
8398,Cognizant,564
8399,Deloitte,487
8400,HDFC Bank,596
8401,Flipkart,764
8402,Reliance,819
8403,Flipkart,359
8404,Reliance,746
8405,Deloitte,872
8406,Cognizant,358
8407,Infosys,305
8408,Flipkart,925
8409,Apollo Hospitals,391
8410,Google,176
8411,Flipkart,729
8412,HDFC Bank,926
8413,Infosys,556
8414,Flipkart,1067
8415,Amazon,622
8416,HDFC Bank,837
8417,Wipro,689
8418,HDFC Bank,601
8419,Cognizant,514
8420,Amazon,605
8421,Apollo Hospitals,654
8422,Amazon,644
8423,Deloitte,695
8424,HDFC Bank,172
8425,Accenture,1020
8426,ICICI Bank,965
8427,Reliance,595
8428,Microsoft,868
8429,Flipkart,176
8430,Cognizant,750
8431,Cognizant,674
8432,Nestle,178
8433,Amazon,1071
8434,Nestle,475
8435,Flipkart,537
8436,Apollo Hospitals,905
8437,Wipro,518
8438,Tata Steel,453
8439,Flipkart,114
8440,Deloitte,296
8441,Microsoft,769
8442,Infosys,158
8443,Reliance,729
8444,Infosys,570
8445,Nestle,606
8446,Nestle,171
8447,ICICI Bank,858
8448,Reliance,808
8449,Cognizant,236
8450,ICICI Bank,706
8451,Google,100
8452,HDFC Bank,602
8453,Infosys,649
8454,Reliance,560
8455,Microsoft,128
8456,HDFC Bank,797
8457,Accenture,318
8458,Microsoft,891
8459,Google,452
8460,Cognizant,616
8461,Deloitte,286
8462,Wipro,593
8463,Google,329
8464,Microsoft,209
8465,Apollo Hospitals,462
8466,Amazon,99
8467,Amazon,956
8468,ICICI Bank,471
8469,ICICI Bank,191
8470,HDFC Bank,405
8471,Flipkart,415
8472,Wipro,150
8473,Apollo Hospitals,304
8474,Amazon,453
8475,Deloitte,325
8476,Cognizant,912
8477,HDFC Bank,419
8478,Microsoft,521
8479,ICICI Bank,579
8480,Flipkart,857
8481,Reliance,679
8482,Apollo Hospitals,1045
8483,Accenture,631
8484,Nestle,852
8485,Flipkart,317
8486,ICICI Bank,942
8487,Flipkart,600
8488,Reliance,118
8489,Reliance,749
8490,Amazon,940
8491,Wipro,492
8492,Accenture,467
8493,Tata Steel,921
8494,HDFC Bank,339
8495,ICICI Bank,621
8496,Apollo Hospitals,381
8497,Infosys,815
8498,Flipkart,538
8499,Reliance,924
8500,Reliance,639
8501,Accenture,80
8502,Nestle,338
8503,Microsoft,224
8504,ICICI Bank,107
8505,ICICI Bank,361
8506,HDFC Bank,768
8507,HDFC Bank,708
8508,Infosys,551
8509,Accenture,359
8510,HDFC Bank,470
8511,Reliance,740
8512,Infosys,407
8513,HDFC Bank,338
8514,Deloitte,940
8515,Infosys,670
8516,HDFC Bank,386
8517,Wipro,560
8518,Reliance,477
8519,Reliance,937
8520,Microsoft,399
8521,Wipro,812
8522,Cognizant,290
8523,Cognizant,741
8524,ICICI Bank,517
8525,Tata Steel,400
8526,Cognizant,1025
8527,ICICI Bank,250
8528,Deloitte,1067
8529,Accenture,671
8530,HDFC Bank,771
8531,Amazon,1004
8532,Infosys,483
8533,Microsoft,923
8534,Accenture,632
8535,Accenture,432
8536,Deloitte,594
8537,Wipro,160
8538,Reliance,829
8539,Microsoft,112
8540,Accenture,43
8541,Flipkart,478
8542,HDFC Bank,805
8543,Amazon,160
8544,HDFC Bank,937
8545,Microsoft,504
8546,Tata Steel,796
8547,Amazon,349
8548,Wipro,809
8549,Reliance,301
8550,Accenture,212
8551,Google,312
8552,Flipkart,195
8553,Tata Steel,475
8554,Cognizant,159
8555,Deloitte,739
8556,ICICI Bank,653
8557,Deloitte,633
8558,Microsoft,382
8559,Cognizant,969
8560,Cognizant,224
8561,Amazon,815
8562,Infosys,976
8563,Accenture,399
8564,Google,309
8565,Accenture,818
8566,HDFC Bank,611
8567,Apollo Hospitals,615
8568,Google,840
8569,Reliance,821
8570,Amazon,762
8571,Amazon,452
8572,Wipro,868
8573,Flipkart,67
8574,Deloitte,429
8575,Tata Steel,699
8576,Reliance,309
8577,Amazon,740
8578,Wipro,482
8579,Cognizant,282
8580,Nestle,795
8581,Nestle,980
8582,Tata Steel,290
8583,Cognizant,795
8584,Reliance,94
8585,Cognizant,745
8586,Amazon,784
8587,Reliance,213
8588,Cognizant,189
8589,Deloitte,141
8590,Reliance,445
8591,Accenture,288
8592,Google,635
8593,Infosys,1069
8594,Microsoft,586
8595,Wipro,739
8596,Amazon,678
8597,Flipkart,564
8598,Tata Steel,461
